x, y, quat_z, quat_w, th, stamp, 
-6.890480041503906,1.7043184041976929,-0.9998257160186768,0.01779690757393837,-3.105996393055051,1728046714547073310,
-6.912714958190918,1.7036757469177246,-0.9998355507850647,0.01719433255493641,-3.1072017223782096,1728046714596080087,
-6.935290813446045,1.702849268913269,-0.9998519420623779,0.01667131669819355,-3.108248172681739,1728046714646152399,
-6.957516193389893,1.7020988464355469,-0.9998588562011719,0.016151387244462967,-3.1092881287834153,1728046714696311422,
-6.983804702758789,1.701168179512024,-0.9998551607131958,0.01640109159052372,-3.108788660695675,1728046714756857347,
-7.006193161010742,1.7002776861190796,-0.9998396039009094,0.01723744161427021,-3.1071156553722292,1728046714806382754,
-7.028119087219238,1.699492335319519,-0.999838650226593,0.01730857603251934,-3.1069733731531843,1728046714856295070,
-7.046172618865967,1.6988661289215088,-0.9998388290405273,0.017252610996365547,-3.107085294027802,1728046714896074890,
-7.068278789520264,1.6978224515914917,-0.9998339414596558,0.01763143762946129,-3.106327576824096,1728046714947056658,
-7.090522289276123,1.696970820426941,-0.9998266696929932,0.018128370866179466,-3.1053335994371167,1728046714996134320,
-7.113211154937744,1.6962257623672485,-0.9998207092285156,0.018625272437930107,-3.10433973767218,1728046715046092981,
-7.135303497314453,1.6953649520874023,-0.9998214840888977,0.018602734431624413,-3.104384834976357,1728046715096187303,
-7.161904335021973,1.6942392587661743,-0.9998218417167664,0.018658600747585297,-3.1042731345305383,1728046715156599773,
-7.184493541717529,1.6932873725891113,-0.9998233914375305,0.018633294850587845,-3.1043237954967315,1728046715206386387,
-7.206899166107178,1.6923027038574219,-0.9998140931129456,0.019139237701892853,-3.1033117361451663,1728046715256276533,
-7.2248945236206055,1.6914856433868408,-0.9998140931129456,0.019139237701892853,-3.1033117361451663,1728046715296294280,
